Geneid,M9-41T-3,M9-41T-4,M9-41T-5,TB-41T-4,TB-41T-5,TB-41T-6
ybhB,2675,1125,2325,387,403,430
bioA,4871,1071,4019,105,125,115
bioB,6738,1227,6323,87,96,92
bioF,3391,621,3109,53,43,37
bioC,4427,731,3954,124,157,146
bioD,2790,444,2448,84,91,95
uvrB,4066,4693,3985,2420,2849,2742
ybhK,425,206,310,188,228,268
moaA,7184,2892,5672,2604,2393,2747
moaB,1824,671,1618,667,733,775
moaC,1232,391,1072,423,452,461
moaD,670,217,623,256,247,284
moaE,755,332,773,305,280,335
ybhL,2807,6362,2510,2939,3970,3777
ybhM,96,175,61,57,78,86
ybhN,152,159,88,23,26,23
clsB,323,471,150,24,51,36
ybhP,314,390,174,29,36,29
ybhQ,226,441,304,517,687,638
ybhR,227,338,191,269,329,325
ybhS,198,287,159,200,235,216
ybhF,221,381,175,236,308,282
ybhG,199,480,165,211,311,305
cecR,190,451,169,317,413,406
rhlE,3788,1603,2753,10461,12093,11939
ybiA,244,285,218,628,881,837
dinG,1033,982,899,1784,2278,2103
ybiB,791,1365,749,613,819,690
hcxB,843,1109,739,229,255,293
ybiJ,775,1006,554,249,245,291
ybiI,115,97,104,29,33,33
ybiX,1561,482,1681,51,71,65
fiu,9176,2137,9618,110,244,259
mcbA,94,127,61,25,33,42
rlmF,208,151,189,202,261,241
ybiO,470,521,354,152,205,186
glnQ,2224,3175,2944,10194,11942,12022
glnP,1713,2509,2395,5953,6156,6448
glnH,4494,9377,6343,9938,11018,10731
dps,14213,29196,6583,12852,5667,6346
rhtA,245,86,164,84,112,101
yliM,2689,2254,1770,2741,3136,3285
ompX,18734,25072,13838,15241,18294,18239
opgE,377,185,359,449,565,556
rybA,4291,5296,4247,614,903,959
mntS,4597,6716,4707,897,1123,1075
mntR,333,298,262,140,167,151
ybiR,599,554,558,297,303,358
ldtB,2161,1722,2006,1818,1673,1942
ybiT,4605,1723,3996,4810,5543,5542
ybiU,217,240,191,149,174,204
ybiV,168,161,167,82,120,113
ybiW,152,143,144,239,315,248
ybiY,22,10,13,28,46,35
fsaA,287,250,262,269,358,331
moeB,843,802,924,493,607,580
moeA,1344,1546,1522,823,1036,1002
iaaA,1043,2749,1043,226,253,207
gsiA,1285,2186,1321,273,308,353
gsiB,2291,2374,1943,350,407,402
gsiC,562,409,406,99,99,109
gsiD,442,333,385,102,107,99
pdeI,36,28,43,27,51,48
dgcI,45,27,41,23,29,23
rimO,1272,414,1094,1401,1503,1562
bssR,211,5060,291,1959,2903,2512
yliI,640,803,538,244,289,301
gstB,1935,1258,1823,245,262,307
dacC,1501,2506,1071,1662,1964,1982
deoR,586,574,507,506,634,625
ybjG,502,501,486,2478,3435,3106
mdfA,135,138,128,350,397,412
ybjH,175,162,211,198,205,193
ybjI,714,645,808,265,335,351
ybjJ,478,257,488,196,256,245
rcdA,68,69,50,44,51,47
rybB,39,36,35,16,12,25
ybjL,2849,3372,2638,1960,2097,2137
ybjM,568,372,489,210,170,173
grxA,169,90,154,686,178,201
ybjC,276,284,254,345,471,466
nfsA,485,454,513,509,555,573
rimK,737,432,588,526,621,588
ybjN,588,475,515,538,553,593
potF,1311,539,1136,84,107,98
potG,887,304,782,58,86,94
potH,524,285,437,69,63,88
potI,439,271,334,49,61,72
ybjO,261,186,183,132,142,137
rlmC,317,165,306,195,228,271
artJ,2825,3294,3951,2283,2812,2739
artM,544,408,436,886,1015,934
artQ,1256,771,1103,2089,2406,2176
artI,2008,1360,1868,3699,4292,4108
artP,1720,922,1543,4294,4462,4587
ybjP,621,1564,443,322,355,287
ybjQ,161,288,132,140,154,167
amiD,984,1570,888,817,1059,970
ybjS,280,314,294,397,434,419
ybjT,1623,1014,1584,592,777,675
ltaE,2052,1598,1964,640,724,794
poxB,3123,2900,1751,337,346,323
hcr,259,191,176,252,341,327
hcp,751,205,410,617,794,769
lysO,366,158,343,226,220,262
aqpZ,414,299,326,96,99,99
ybjD,496,761,603,687,848,820
ybjX,811,1117,902,2947,3175,3474
macA,595,614,509,115,136,169
macB,1303,1303,1159,333,427,448
cspD,3807,8915,4972,893,1110,1076
clpS,1162,1410,1226,461,553,506
clpA,41671,56211,53677,13251,16190,14965
serW,140,56,69,108,129,137
infA,5136,2675,4028,7078,6474,6965
aat,1271,575,1005,460,482,470
cydC,3187,1849,2723,2016,2382,2331
cydD,3471,1152,2616,1859,2322,2287
trxB,1944,1288,2490,2217,1916,1954
lrp,2738,1756,2800,857,927,908
ftsK,15781,14378,16658,11935,14540,14055
lolA,3623,4074,3453,2545,2921,2842
rarA,3481,3125,3105,2864,3225,3231
serS,10936,15035,10250,8830,10320,9507
dmsA,131,553,193,4574,4850,4407
dmsB,28,110,22,810,845,772
dmsC,188,350,158,1643,1905,1635
ycaC,806,709,562,126,128,160
ycaD,349,405,304,350,335,364
ycaM,39,42,37,31,46,37
ycaN,44,88,62,28,33,30
ycaK,11,23,13,14,14,10
pflA,1095,1934,1074,2454,2487,2464
pflB,38909,124615,60389,80337,80941,79308
focA,3296,4355,4212,5431,5595,5460
ycaO,1856,563,1502,2256,2612,2632
ycaP,188,129,114,58,63,71
serC,26305,10208,27177,2054,2343,2350
aroA,13122,4975,13832,1350,1500,1526
ycaL,203,86,163,37,46,51
cmk,12800,4318,10748,9346,11310,11189
rpsA,97867,63176,97506,121877,141085,138152
ihfB,2737,4176,2530,2199,2422,2504
ycaI,244,266,203,180,215,213
msbA,3918,2014,3332,4276,4796,4884
lpxK,1118,601,880,1108,1256,1293
ycaQ,479,274,393,304,368,378
ycaR,262,288,259,198,216,194
kdsB,2863,2378,2709,1811,1916,2041
ycbJ,197,1344,191,1401,1755,1485
elyC,132,147,99,148,193,158
cmoM,954,694,989,713,911,815
mukF,2465,1492,2738,2137,2553,2348
mukE,1645,1006,1620,1646,2073,1974
mukB,10331,8425,11093,11998,14987,13679
ldtD,1760,3489,1670,583,821,768
ycbK,14827,5345,13426,2090,2473,2601
gloC,7339,3107,6533,1615,1803,1816
aspC,11103,6393,11287,2768,2601,2767
ompF,54554,33493,73295,1736,1919,1897
asnS,15592,8983,14518,9889,11809,11580
pncB,17923,8255,18680,3138,3570,3455
pepN,13528,19217,13531,9472,11049,10570
ssuB,289,358,325,136,168,177
ssuC,31,59,56,14,13,25
ssuD,15,44,46,8,6,11
ssuA,30,86,97,11,13,22
ssuE,48,55,72,15,14,4
elfA,24,31,25,12,18,16
elfD,11,5,10,10,4,5
elfC,61,81,51,19,19,36
elfG,123,84,82,29,39,36
ycbU,22,9,15,4,0,7
ycbV,44,25,28,12,9,11
ycbF,304,281,222,86,90,85
pyrD,2436,498,2904,720,852,874
zapC,1490,915,1123,376,373,420
ycbX,2210,1666,1948,753,877,813
rlmL,3135,1407,2690,4511,5655,5217
uup,3295,2182,2772,4940,6136,5517
pqiA,1159,871,880,1402,1743,1580
pqiB,1187,989,1023,1348,1463,1337
pqiC,153,144,123,143,147,157
rmf,23669,33786,24454,2500,2730,2814
fabA,3716,4191,3396,3207,3675,3341
ycbZ,2746,1784,2295,3276,3844,3573
matP,156,228,168,121,127,114
ompA,318720,363041,232697,192507,221668,220340
sulA,1761,1662,1940,852,779,889
sxy,202,327,183,88,81,89
yccS,1871,1568,1711,1863,2206,2283
yccF,600,381,457,558,575,660
helD,1647,1641,1538,1001,1183,1124
mgsA,1691,3025,1976,1300,1707,1522
yccT,191,263,117,18,26,22
yccU,1391,1150,935,324,359,340
hspQ,1225,2452,944,470,593,557
rlmI,664,573,523,469,556,472
yccX,148,182,106,62,86,93
tusE,242,242,183,253,262,297
yccA,14157,7678,12196,14313,14881,15991
serT,207,52,155,18,30,22
hyaA,91,2132,80,325,366,396
hyaB,77,3448,121,777,781,817
hyaC,40,454,39,144,150,125
hyaD,31,229,22,86,82,64
hyaE,43,362,35,145,122,152
hyaF,69,554,86,245,259,242
appC,1527,3650,648,419,415,427
appB,726,1932,298,277,219,224
appX,47,116,23,14,12,16
appA,415,920,226,128,110,102
etk,410,555,389,210,232,225
etp,22,17,16,10,10,19
gfcE,44,29,60,36,62,51
gfcD,103,74,86,87,122,110
gfcC,15,17,10,29,30,33
gfcB,9,18,3,23,20,27
gfcA,118,150,84,157,229,219
insA-4,123,152,120,172,188,170
insB-4,2183,1471,1767,519,619,682
cspH,168,22,86,40,46,58
cspG,4880,1569,4242,12922,16564,15457
ymcF,953,275,937,4185,5527,4726
ymcE,63,26,41,58,61,86
gnsA,93,72,67,103,122,122
yccM,137,146,118,237,253,303
torS,395,482,331,542,579,611
torT,87,167,79,171,213,185
torR,114,115,118,80,128,115
torC,48,62,48,25,36,35
torA,204,191,180,75,119,118
torD,256,865,165,131,144,146
cbpM,170,1064,110,87,127,118
cbpA,1117,9360,811,1021,1137,1086
yccE,18,9,13,13,10,11
agp,894,2550,1344,1440,1842,1518
yccJ,386,1117,262,377,435,362
wrbA,701,3327,480,1044,1234,1120
ymdF,26,66,36,3,9,9
rutG,172,277,212,53,74,72
rutF,14,26,13,10,6,3
rutE,45,29,20,9,17,17
rutD,24,27,29,11,13,8
rutC,19,34,22,8,10,15
rutB,13,22,17,3,5,6
rutA,15,30,14,4,7,7
rutR,119,79,109,53,61,59
putA,908,2024,971,256,412,420
ymdG,39,30,27,22,28,34
putP,1907,2773,2109,499,637,665
efeO,2035,1007,2992,91,100,117
efeB,1170,602,1444,73,86,72
phoH,451,420,799,37,45,71
pgaD,43,106,44,11,17,12
pgaC,27,142,28,31,31,35
pgaB,47,213,40,49,51,34
pgaA,190,436,164,72,69,81
dgcT,103,194,83,16,28,28
insF-4,177,137,174,126,106,91
insE-4,94,81,74,44,33,51
ycdU,11,13,14,4,3,11
serX,76,20,34,8,12,8
ghrA,523,507,499,405,409,354
ycdX,1583,1155,1526,982,1122,1199
ycdY,1504,1062,1390,975,1046,1110
ycdZ,545,447,512,560,635,604
csgG,504,365,531,59,62,43
csgF,277,115,361,3,10,7
csgE,238,73,238,4,2,2
csgD,1125,568,1031,10,14,12
csgB,19,31,20,1,4,5
csgA,116,131,122,13,14,13
csgC,22,26,15,5,5,6
ymdA,57,46,54,14,10,18
ymdB,1715,2599,1254,417,464,464
clsC,799,692,566,223,250,249
opgC,257,130,185,249,252,302
opgG,1804,1711,1844,3368,3602,3677
opgH,2072,1965,2094,4380,5229,4821
yceK,355,374,246,111,115,137
msyB,624,571,375,207,251,263
mdtG,194,417,196,626,659,710
lpxL,490,362,369,622,731,690
yceA,1241,223,1142,57,78,116
yceI,592,309,690,135,156,174
yceJ,235,122,309,87,118,112
yceO,45,15,45,13,15,28
solA,1631,733,1668,615,674,700
bssS,3728,11732,4579,3208,4861,4597
dinI,1401,485,1324,339,356,336
pyrC,13121,2063,16108,1177,1259,1314
yceB,1553,1216,1482,956,985,1027
grxB,4927,5711,5716,2085,2409,2390
mdtH,116,467,136,52,70,59
rimJ,993,1478,1223,463,544,577
yceH,467,688,593,210,267,241
yceM,546,716,689,292,327,289
murJ,540,229,447,484,528,582
flgN,420,253,360,108,117,110
flgM,497,356,448,107,135,121
flgA,105,78,136,27,38,41
flgB,23,10,60,12,8,11
flgC,16,11,28,4,7,10
flgD,61,34,94,13,21,21
flgE,140,89,230,42,43,45
flgF,84,45,136,24,25,24
flgG,101,47,140,43,37,31
flgH,57,25,41,17,20,16
flgI,71,48,79,29,36,18
flgJ,39,34,41,22,21,19
flgK,169,107,214,64,96,98
flgL,307,310,332,108,116,109
rne,14221,9860,13150,21473,25071,23748
yceQ,947,640,720,518,631,628
rluC,1995,778,1630,2202,2433,2523
yceF,620,434,518,257,241,254
sraB,2301,2419,2480,1768,2148,2076
yceD,11108,7595,9700,10226,12110,11828
rpmF,26104,22626,25266,31300,37627,36805
plsX,4134,2552,3191,8527,10574,10437
fabH,5419,3771,4672,12825,15287,14866
fabD,7948,6287,7837,17316,20807,20256
fabG,10870,9557,11068,10246,11527,11366
acpP,13887,10502,11206,11048,11360,11863
fabF,18476,13543,16630,27869,31165,30338
pabC,997,826,976,887,1036,996
mltG,305,225,247,323,351,337
tmk,1281,1051,1204,1261,1410,1440
holB,1582,1108,1528,1952,2242,2262
ycfH,2080,1639,1647,1480,1742,1743
ptsG,5652,2894,8536,2525,2894,2564
fhuE,13739,3622,15742,158,268,249
hinT,1052,962,934,502,513,510
ycfL,814,675,676,384,342,367
lpoB,2818,2283,2435,1210,1396,1374
thiK,450,289,390,279,331,314
nagZ,1692,1563,1688,1330,1474,1482
ycfP,796,968,849,848,949,839
ndh,15306,12003,13780,3992,5026,5166
ycfJ,540,1500,591,585,693,668
comR,294,352,286,215,282,267
bhsA,261,539,336,723,982,990
ldtC,462,157,419,729,798,878
mfd,5880,4857,5614,4076,4881,4707
ycfT,85,119,73,40,28,23
lolC,1325,479,1069,1518,1458,1621
lolD,487,233,360,626,735,705
lolE,3241,2244,2559,3616,4030,4077
nagK,2701,2413,2297,2513,2782,2691
cobB,819,697,681,715,800,744
ycfZ,76,52,53,95,143,122
ymfA,48,36,36,82,134,133
potD,3204,2573,3321,4898,5808,5817
potC,1121,544,800,2796,3133,3038
potB,1792,767,1411,4451,4979,5211
potA,1642,671,1209,3057,3394,3625
pepT,2093,2867,1944,1470,1456,1449
roxA,1859,1697,1852,1604,1922,1686
phoQ,1406,2004,1225,4289,5371,5146
phoP,2181,4995,2132,8302,10213,9704
purB,5087,2827,6091,2278,2631,2732
hflD,1255,610,1309,980,1045,1108
mnmA,4578,1968,3996,3984,4381,4668
nudJ,322,128,284,299,301,264
rluE,692,237,674,412,373,428
icd,12224,10416,16269,1594,2243,2246
ymfD,28,12,13,18,21,21
ymfE,10,14,20,25,33,23
lit,98,99,88,117,141,130
intE,106,103,96,24,25,24
xisE,31,26,32,4,3,4
ymfH,72,82,75,14,22,14
ymfI,314,505,317,111,127,130
ymfJ,96,112,112,33,41,28
ymfK,197,233,180,202,186,182
ymfT,36,28,22,14,4,8
ymfL,119,99,97,30,33,28
ymfM,27,26,26,4,10,11
ymfN,13,23,20,10,9,11
ymfR,0,2,4,1,0,0
beeE,6,5,6,1,3,3
ymfQ,6,8,6,4,5,6
ycfK,3,5,0,6,1,2
tfaP,3,8,7,2,1,1
tfaE,4,6,6,5,2,5
pinE,6,4,4,4,4,2
mcrA,94,61,94,13,18,16
iraM,8,4,3,33,54,65
ymgK,1,4,3,3,3,13
ymgL,8,7,5,2,6,8
ycgX,148,58,122,30,43,48
bluR,1750,986,1609,212,332,321
bluF,2410,1463,2294,229,413,479
ycgZ,117,108,165,8,11,16
ymgA,60,43,90,6,5,6
ariR,152,159,224,11,18,16
ymgC,113,102,152,7,6,13
pdeG,67,48,54,1,9,6
ymgF,24,37,20,11,9,7
ymgD,124,213,132,2650,2781,2650
ymgG,30,22,21,542,574,548
ymgI,15,13,17,423,430,430
ymgJ,1,9,10,2,3,6
minE,1183,1583,1579,654,766,735
minD,4640,6013,6338,2593,3284,3248
minC,4223,3380,4956,1984,2393,2413
ycgJ,572,562,566,169,179,172
pliG,145,665,159,124,156,147
ycgL,395,290,387,171,200,172
ycgM,905,721,1085,216,242,258
ycgN,519,480,409,198,222,205
hlyE,24,77,24,38,40,28
umuD,2196,3561,2480,993,1214,1208
umuC,145,119,131,43,34,47
dsbB,678,407,514,417,453,458
nhaB,2572,1584,2371,2271,2501,2424
fadR,2523,1679,2287,1895,1943,2026
ycgB,2386,3470,1370,87,117,112
dadA,3080,12437,3988,256,435,369
dadX,1997,4836,2237,188,314,297
ymgM,248,179,243,107,152,130
cvrA,1596,1131,1477,848,1043,1014
ldcA,886,1211,849,324,396,389
emtA,490,222,437,276,277,300
ycgR,113,53,123,74,95,71
ymgE,81,181,44,15,11,12
ycgY,22,27,15,6,2,8
treA,487,480,590,172,197,202
dhaM,2624,1200,4423,2684,2852,2621
dhaL,3362,1375,5386,3371,3807,3411
dhaK,4576,1759,6492,5795,7032,5979
dhaR,477,393,490,162,224,198
ycgV,710,953,1145,262,343,347
ychF,993,372,948,1706,1680,1758
pth,833,343,810,728,697,808
ychH,164,1447,300,396,445,425
dauA,574,731,495,1611,1662,1789
prs,6599,4085,7530,6866,7880,7962
ispE,2512,1970,2507,2772,2967,3073
lolB,2121,1222,1747,1739,1832,1935
hemA,2552,2172,2433,3462,3886,3992
prfA,1593,1437,1636,5673,6080,6196
prmC,249,206,221,831,950,943
ychQ,263,217,226,655,745,711
ychA,1074,1087,1044,1156,1235,1276
kdsA,4634,4901,4378,5247,5200,5212
ldrA,198,201,179,239,236,288
rdlA,91,92,74,112,103,107
ldrB,17,30,14,46,41,48
rdlB,19,16,13,20,27,31
ldrC,22,27,25,69,85,86
rdlC,72,42,44,59,81,80
chaA,1475,836,1344,5278,5896,6132
chaB,327,391,195,55,61,60
chaC,960,636,760,214,262,239
ychN,216,233,257,154,199,132
ychO,985,617,808,262,313,304
narL,882,849,951,643,671,664
narX,569,428,542,316,395,394
narK,119,165,156,689,1208,1349
narG,444,656,644,2707,4728,4816
narH,188,432,323,1830,2873,3127
narJ,98,162,105,637,1032,1030
narI,58,118,101,373,545,553
ychS,26,13,24,39,61,42
rttR,72,15,76,66,71,63
tpr,0,0,0,0,0,0
tyrV,414,62,274,88,106,133
tyrT,353,57,240,65,96,102
purU,1479,814,1355,665,752,755
ychJ,1994,1185,1819,1222,1220,1285
rssA,2642,1812,2058,1179,1367,1314
rssB,666,632,544,284,350,329
galU,2761,4230,2413,2843,3200,3136
hns,23945,34287,23948,26248,34134,32060
tdk,201,76,177,220,271,274
adhE,108636,265898,225186,62311,59837,58411
ychE,288,211,241,137,144,153
insH21,622,795,718,442,516,507
oppA,175740,281305,211697,25818,29022,30050
oppB,23052,31547,25344,5798,6647,6767
oppC,16166,22650,16467,8689,10934,10522
oppD,17857,32117,20165,13787,16799,15843
oppF,14379,28597,15793,11200,13071,11920
yciU,1772,3141,2132,677,819,793
clsA,1707,1895,1688,577,684,679
yciY,131,210,95,33,52,48
kch,623,976,498,216,245,247
yciI,1138,550,1039,173,212,183
tonB,1399,909,1370,105,145,140
yciA,286,144,273,169,209,205
yciB,533,584,411,573,597,610
yciC,1807,1989,1553,2160,2182,2357
ompW,91,457,86,622,796,761
yciE,56,33,43,33,48,41
yciF,41,19,48,7,9,4
yciG,64,62,36,1,4,3
trpA,7081,7840,7514,719,842,848
trpB,4562,4574,4940,505,628,530
trpC,4357,4067,4519,466,560,566
trpD,3006,4147,3561,223,285,327
trpE,2539,6405,2901,104,184,225
trpL,119,367,157,6,7,10
yciV,772,866,758,519,593,555
yciO,924,917,722,931,979,985
yciQ,495,449,394,364,474,439
rluB,2677,1248,1865,5800,6555,6430
btuR,678,446,619,333,342,344
yciK,1388,1441,1545,518,616,618
sohB,3538,3271,2986,933,1122,1047
yciN,950,942,981,1246,1200,1271
topA,6887,3569,6245,9777,11137,11028
cysB,2502,3641,3027,1045,1290,1290
ymiA,288,37,162,9,23,10
yciX,1127,172,850,61,56,54
ymiC,226,54,182,9,19,15
acnA,4057,4684,3658,2729,2984,2919
ribA,1776,1675,1633,1254,1219,1249
pgpB,1107,845,782,475,532,544
lapA,831,1001,692,445,458,418
lapB,1318,1157,1052,578,656,622
pyrF,2800,714,2699,852,1034,1080
yciH,602,154,607,198,193,207
osmB,1081,5462,1390,1610,1463,1484
yciT,1088,818,1062,363,390,417
yciZ,599,545,564,131,142,143
pdeR,284,256,236,663,818,911
ymiB,33,17,17,20,16,17
rnb,7407,6058,7705,7757,8034,8122
yciW,253,5263,828,212,250,232
fabI,5426,4410,5620,5930,6484,6409
ycjD,64,107,67,70,62,59
sapF,702,748,557,597,652,647
sapD,873,931,779,853,907,967
sapC,438,407,324,436,498,505
sapB,261,215,206,202,244,254
sapA,1583,1209,1298,1214,1323,1352
ymjA,741,319,618,195,186,182
puuP,230,101,208,25,41,36
ymjE,60,22,63,2,9,6
puuA,945,426,857,65,92,93
puuD,902,595,902,82,135,170
puuR,313,214,313,51,76,79
puuC,322,177,400,29,28,34
puuB,493,263,682,39,64,51
puuE,218,143,257,35,32,36
pspF,344,367,227,351,397,400
pspA,12201,1773,3920,845,1281,1214
pspB,2093,386,769,168,274,241
pspC,4382,818,1566,342,569,508
pspD,1205,217,431,113,157,117
pspE,929,392,448,385,466,431
ycjM,14,10,14,8,18,10
ycjN,9,1,1,4,3,7
ycjO,15,12,10,10,20,17
ycjP,28,20,26,18,18,25
ycjQ,65,53,71,42,45,53
ycjR,54,51,52,26,27,18
ycjS,148,138,160,74,75,64
ycjT,80,63,61,31,38,34
ycjU,5,14,14,4,0,12
ompG,5,12,9,7,7,1
ycjW,119,68,86,61,62,75
ycjX,888,2466,745,628,786,809
ycjF,496,1057,380,378,486,567
tyrR,1597,1880,1334,2195,2756,2619
tpx,11006,7427,9647,3632,4096,4245
ycjG,1303,1757,1150,615,730,746
mpaA,898,1217,757,371,379,376
ymjC,54,102,53,45,61,61
ymjD,1,2,1,0,1,4
ycjY,214,182,178,103,105,102
pgrR,117,92,98,49,71,76
mppA,655,834,601,486,606,577
ynaI,491,527,309,186,189,226
insH-4,584,810,726,440,534,529
ynaJ,490,851,776,201,270,305
uspE,7957,21756,9120,7371,8933,8364
fnr,11213,9334,9943,4917,5489,5974
ogt,311,231,254,88,97,95
abgT,162,89,97,54,59,63
abgB,105,103,125,40,34,35
abgA,42,40,54,21,16,24
abgR,88,133,92,37,44,36
mcaS,9,19,13,6,13,5
smrA,298,206,233,122,128,132
dgcM,726,424,431,76,94,79
zntB,735,866,552,549,639,602
fnrS,88,582,109,321,353,404
ynaL,206,179,99,14,20,22
dbpA,1626,592,1049,1022,1096,1100
ttcA,1357,652,1121,1083,1330,1303
intR,199,88,163,139,154,140
xisR,1,6,4,3,3,2
rcbA,2,2,0,0,4,3
ralA,0,0,0,0,0,0
ralR,0,1,0,2,0,1
recT,41,34,45,21,15,13
recE,92,57,79,29,33,26
racC,4,14,1,3,3,2
ydaE,1,1,3,1,0,1
kilR,1,4,1,1,1,1
sieB,3,3,2,10,9,8
ydaF,1,3,2,0,2,2
ydaG,8,6,12,4,8,6
racR,839,696,700,237,238,272
ydaS,26,30,16,8,9,9
ydaT,13,14,19,7,4,15
ydaU,39,41,23,18,5,19
ydaV,19,11,8,4,2,2
ydaW,53,45,46,5,18,9
rzoR,41,33,32,10,16,24
trkG,214,134,201,68,100,88
ynaK,15,7,6,6,5,2
ydaY,17,12,27,8,12,8
ynaA,65,72,50,16,20,9
insH-5,138,139,125,62,83,82
stfR,111,123,97,39,33,51
tfaR,27,44,47,16,14,20
pinR,342,293,280,74,82,95
ynaE,1923,1200,2036,119,171,238
ynaM,1700,928,1853,114,113,168
uspF,631,3114,844,792,967,858
ompN,49,30,25,9,18,22
micC,0,0,1,0,0,0
ydbK,995,1103,939,1761,1766,1931
ydbJ,968,1137,941,456,507,554
hslJ,877,1699,827,1494,1146,1313
ldhA,1513,6612,1250,1577,1633,1791
ydbH,279,186,206,210,215,235
ynbE,96,82,89,54,67,64
ydbL,67,52,42,33,28,31
feaR,57,235,158,10,14,22
feaB,461,503,514,106,114,141
tynA,218,163,218,66,104,91
paaZ,32,33,33,12,12,16
paaA,36,37,39,6,14,16
paaB,11,5,5,1,0,0
paaC,26,12,28,1,9,7
paaD,22,24,25,18,11,17
paaE,32,31,22,12,12,15
paaF,16,12,19,10,15,12
paaG,12,7,10,5,10,6
paaH,32,24,23,12,21,23
paaI,12,16,21,12,11,14
paaJ,74,251,110,19,33,33
paaK,239,446,291,94,113,118
paaX,250,281,246,243,265,269
paaY,64,61,49,28,39,45
ynbG,0,0,0,0,0,0
insD-2,178,191,145,55,83,71
insC-2,131,120,99,49,54,54
insI-2,200,174,203,140,188,200
pdxI,193,384,198,87,139,129
ydbD,45,24,21,8,26,13
ynbA,19,5,5,5,0,9
ynbB,5,0,1,7,6,4
ynbC,113,98,65,41,47,49
ynbD,190,129,147,79,94,79
azoR,627,426,661,285,298,308
hrpA,5212,3550,4270,6556,7347,7167
ydcF,577,1033,669,279,312,288
aldA,1083,10035,4766,297,430,450
cybB,694,375,507,417,482,485
rydC,220,96,152,30,35,37
ydcA,175,136,116,131,135,163
hokB,104,224,110,210,174,256
mokB,60,342,186,303,312,410
sokB,67,101,57,57,69,74
trg,196,175,164,100,125,145
ydcI,900,1648,1489,91,183,189
ydcJ,233,717,338,39,49,48
opgD,913,580,970,900,1012,993
ydcH,81,407,192,201,270,265
rimL,643,947,825,372,436,434
ydcK,304,359,226,32,35,46
tehA,2961,727,1699,408,438,530
tehB,4099,677,2439,423,438,390
ydcL,1171,518,855,190,233,217
insQ,686,674,538,259,280,305
ydcO,119,173,171,94,97,95
sutR,85,88,94,90,85,94
rlhA,536,381,644,631,715,721
yncJ,118,123,315,58,90,93
hicA,143,195,140,55,75,87
hicB,317,528,335,180,219,216
ydcR,443,375,495,204,275,260
ydcS,95,665,177,27,27,35
ydcT,44,116,58,17,14,13
ydcU,146,102,127,43,65,48
ydcV,104,57,94,26,29,26
patD,305,125,201,28,30,44
yncL,250,163,145,29,27,21
ortT,187,76,126,16,26,14
ydcY,1205,1046,1072,425,431,466
ydcZ,850,698,800,147,181,184
mnaT,438,446,354,88,122,110
curA,577,522,338,88,123,91
mcbR,144,80,75,6,6,7
yncD,374,130,265,41,50,79
yncE,15300,8919,14214,202,404,432
ansP,704,457,682,505,555,609
yncG,189,149,95,4,3,6
yncH,1,4,4,0,0,1
ydcD,26,22,27,4,5,13
yncO,10,5,13,5,3,4
ydcC,8,16,2,3,10,12
pptA,122,151,98,39,36,57
yddH,80,113,59,9,11,12
nhoA,473,278,392,105,125,113
yddE,1589,1003,1445,562,635,625
narV,84,118,61,39,47,42
narW,59,111,45,40,71,54
narY,133,251,94,131,183,179
narZ,331,493,266,304,363,370
narU,127,162,64,61,52,72
yddK,2,2,0,1,3,2
yddL,2,1,0,0,0,0
yddG,150,67,120,120,155,165
fdnG,49,82,108,2104,2459,2454
fdnH,46,89,89,1287,1671,1551
fdnI,163,128,122,549,727,720
yddM,1979,1284,1576,697,848,729
adhP,3185,1933,1569,1838,2395,2145
maeA,4722,5103,4498,18391,22212,21874
sra,3855,4203,1794,470,498,536
bdm,117,339,117,26,45,40
osmC,3474,3909,2012,246,262,278
ddpF,272,250,196,36,23,38
ddpD,49,42,36,7,34,31
ddpC,44,64,47,20,31,32
ddpB,26,25,23,15,14,11
ddpA,52,92,84,20,22,24
ddpX,22,68,49,4,9,5
dosP,464,363,414,29,27,37
dosC,734,631,595,105,180,173
yddY,35,69,35,0,2,1
yddW,271,218,236,134,140,166
gadC,4560,36144,1446,770,556,844
gadB,2905,16162,818,576,363,614
pqqL,357,524,288,122,136,136
yddB,128,176,130,28,34,25
yddA,182,186,129,12,15,22
yneP,1,3,0,1,1,4
ydeM,7,22,13,16,11,15
ydeN,46,227,71,84,137,137
ydeO,2,4,4,2,1,4
safA,1,2,0,2,2,1
ydeP,72,81,80,158,245,210
ydeQ,1,3,2,105,135,146
ydeR,0,2,1,32,51,73
ydeS,6,1,0,49,48,46
ydeT,4,5,6,87,124,138
hipA,156,204,144,147,167,155
hipB,96,128,83,108,126,99
lsrK,205,214,190,32,34,46
lsrR,189,381,189,22,30,28
lsrA,79,323,82,28,25,39
lsrC,70,86,54,22,22,17
lsrD,32,17,31,11,16,17
lsrB,46,41,48,27,18,14
lsrF,72,84,61,23,30,24
lsrG,62,76,57,14,20,17
tam,502,424,370,90,98,114
yneE,737,379,728,134,162,165
uxaB,212,307,216,488,518,483
dgcF,390,317,306,148,152,167
yneG,1244,825,1047,526,542,553
glsB,547,220,478,368,390,432
sad,392,310,371,114,146,139
yneJ,283,71,182,59,63,61
yneK,28,12,16,1,3,3
ydeA,404,438,294,239,244,282
marC,268,225,250,125,117,108
marR,73,48,66,95,84,109
marA,221,139,235,289,339,362
