Geneid,M9-PCU1T-1,M9-PCU1T-3,M9-PCU1T-2,TB-PCU1T-6,TB-PCU1T-5,TB-PCU1T-4
yggG_3,1580,1483,1428,656,655,578
yhhT_2,459,419,421,293,291,256
focA_2,198,146,166,82,79,74
fhlA_2,118,113,142,71,65,58
hycH_2,11,10,14,5,7,6
hycG_2,50,39,47,47,43,36
hycF_2,42,35,48,30,34,41
hycE_2,80,73,83,73,64,79
hycD_2,10,10,7,8,8,6
hycC_2,73,76,64,36,27,33
hycB_2,15,28,13,12,20,9
acrB_2,228,251,225,743,746,667
narX_2,224,242,225,395,464,409
tktA_2,2436,3216,1972,1578,887,829
tal2_2,1444,1946,1192,809,440,482
pta_1,1631,1971,1477,1565,1379,1339
pduV,11,26,13,33,21,30
pta_2,12,26,18,46,31,34
pduA_1,30,42,20,36,34,25
eutN_2,0,3,1,7,3,2
eutE_2,15,19,16,21,39,22
eutJ_2,5,6,7,9,5,4
mdh_2,8,24,14,4,6,20
pduA_2,37,40,50,52,44,31
rhaS_2,105,92,87,80,100,97
amiC_2,573,531,527,692,680,639
sbp_2,224,258,228,62,37,39
modB_2,76,97,51,23,20,17
modB_3,82,76,51,35,30,32
fbpC_2,156,149,112,94,68,48
nagE_2,7213,6413,6809,4691,3994,3895
ptsA_2,20066,13351,15280,11680,11067,10198
fruB_1,6003,4012,4388,3582,3569,3414
ligB_2,366,356,369,1434,1271,1249
ybhD_2,149,119,115,64,50,65
nupG_2,74,53,58,48,24,30
hcaR_3,161,153,170,74,60,72
yadB_2,3020,2566,2494,5897,5983,5684
gmr_2,510,528,451,824,825,838
E873_3,96,99,73,69,83,76
insL_3,610,614,546,871,1508,1515
psuT_1,962,604,677,538,558,505
frwB_2,8,14,8,13,14,8
fruA_4,39,20,25,19,29,19
pepP_2,12,18,9,14,15,18
sgcX_3,24,25,28,25,23,21
ptsA_3,108,118,112,72,85,88
ilvI_2,26,23,17,31,26,38
emrB_2,11,23,14,29,24,23
gcvA_2,29,25,28,10,17,7
intS_4,101,99,104,97,139,144
yfbT,1082,1048,1002,533,507,432
yfbE,144,155,132,170,149,132
rhmR,40,40,26,16,16,9
yfaW,13,19,16,39,35,37
rhmA,88,115,97,100,96,76
ypaA,75,83,95,82,77,56
ascD,68,58,71,225,169,138
apbE,168,141,150,866,875,755
ndpA,1160,1078,1087,1346,1388,1313
bcr_2,1162,1144,983,2022,2039,1954
gsiA_3,1203,1105,1093,1269,1397,1309
appA_2,504,432,455,317,313,308
rtn,581,470,469,477,556,505
spr,4989,4980,4697,5159,5938,5804
yeiU,121,120,115,1947,2460,2601
yjiA_2,151,147,94,175,194,159
setB_3,117,128,101,235,230,241
fruB_2,3178,1928,2557,986,745,743
fruA_5,3357,2459,3230,757,502,462
yeiC,6,2,4,4,4,0
yeiN,13,9,5,6,5,3
psuT_2,87,100,90,35,36,33
psuT_3,23,20,25,23,15,18
cysL_2,1444,1209,1173,699,680,629
cirA_1,8123,5128,7379,267,240,269
mglA_2,42,42,32,28,46,28
yeiA,52,47,46,1008,579,534
yohK_2,1194,841,1171,6101,5789,5347
yohI,76,69,48,94,99,121
mdtP_2,16,20,25,6,6,13
fabG_2,195,212,195,75,60,86
mlrA_2,219,218,174,66,37,33
yehU,122,61,71,213,203,190
yehT,66,57,45,87,96,128
htrE_2,7,8,8,55,55,54
iolC_2,118,109,113,104,93,86
gatY_3,20590,11508,16693,12488,10634,9618
gatB_2,4755,2865,4782,8089,6208,6058
gatC_2,15468,9236,14159,27620,16886,18036
gatR_1,629,396,549,464,338,369
gatR_2,7,4,6,26,9,18
yhbU_3,1040,1314,1300,6327,6017,5407
yegM,75,67,75,151,125,111
yegK,11,13,17,14,6,7
dnaK_3,361,429,354,850,881,929
gmr_3,528,445,445,361,316,288
wzb_2,4,2,3,1,2,3
wzc_2,47,30,26,18,18,16
nudD,18,8,11,6,6,6
manC,37,28,21,11,21,10
algC,21,30,24,22,21,20
rmlB,2294,2345,2355,6183,6043,5780
rmlD,1711,1599,1589,4295,4166,4072
rmlC,800,833,830,1452,1763,1694
nodL,948,929,897,622,778,558
wbbL_1,1226,1284,1270,738,973,651
wbbL_2,919,1013,1123,581,807,600
wzz,2092,2024,2005,4885,4533,4538
allS_4,431,425,436,254,263,225
plaP_2,339,428,372,4791,4176,3913
yeeW_2,54,54,64,33,29,40
yeeV_2,21,17,17,16,26,20
yeeU_4,26,21,25,34,27,15
yeeT_4,9,7,6,13,25,22
ykfG_4,48,42,30,36,35,32
flu_2,3168,2604,2428,5943,5212,4772
flu_3,385,303,303,873,681,678
era_3,152,145,149,47,74,45
orf230_6,123,124,118,105,90,85
orf231_6,159,150,157,101,94,79
cirA_2,190,142,157,22,30,25
erfK,304,308,320,621,688,699
shiA_2,7009,6886,6476,402,400,367
yeeJ_1,987,947,1088,521,550,538
mtfA_2,706,552,619,167,185,113
yodA,7,15,7,231,390,256
yedZ,70,75,74,193,200,179
yedY,157,140,153,594,653,480
hiuH,18,14,18,519,546,403
yedW,92,84,78,113,79,96
yedV,142,123,114,146,148,109
yedI_2,478,501,451,250,235,221
pleD,568,552,510,333,292,322
fliC_3,984,1109,966,347,359,408
fliY_2,940,952,817,366,295,231
yedO,357,332,322,277,243,260
yecS_2,343,332,301,239,236,207
artM_3,320,305,259,245,193,162
uvrY_2,1123,907,977,1035,928,852
ftn,69,61,67,5048,5322,4994
yecG,143,143,126,219,174,201
motB_2,17,26,28,23,22,17
tsr_2,21,10,15,6,9,3
bisZ,90,102,92,120,113,104
yecP,316,323,293,782,658,703
ntpA,1424,1219,1176,2036,2113,1870
lytM,1711,1161,1421,4932,5476,5110
msbB,348,342,344,865,882,817
hexR,912,800,845,397,427,428
rsmF_1,165,141,150,322,275,279
yebV_1,890,1557,698,208,123,156
yebW_1,59,74,38,31,16,16
pphA_1,101,135,93,62,42,57
yebY_1,61,54,45,67,63,81
yebZ_1,831,819,729,825,782,691
yobA_1,911,1052,922,932,1009,852
exoX_1,227,237,221,97,94,102
ptrB_1,438,465,388,467,488,486
yebE_1,312,300,315,259,335,374
purT_1,228,114,171,8,9,16
purT_2,221,92,139,50,54,57
purT_3,62,19,48,12,15,13
purT_4,538,231,317,32,39,35
yebE_2,388,367,294,340,393,431
ptrB_2,421,452,440,470,485,489
exoX_2,394,471,379,150,172,161
yobA_2,910,988,892,913,958,910
yebZ_2,805,837,746,777,788,708
yebY_2,249,237,234,327,342,303
pphA_2,95,117,94,60,34,41
yebW_2,66,82,50,17,17,17
yebV_2,954,1619,717,211,177,148
rsmF_2,208,183,140,348,337,295
ydcB,0,0,0,0,2,0
parB,0,0,0,0,0,1
psiB,0,1,0,0,0,1
X,0,0,0,0,0,0
traM,16818,18835,18255,7738,7633,6562
traY,0,0,0,0,1,0
traA,2133,2232,2256,2612,2514,2207
traL,5,0,5,5,15,25
traE_1,0,0,1,0,2,2
traB_1,1,0,1,2,1,6
traP,0,0,0,0,0,1
trbD,0,0,0,0,0,0
traV,0,0,0,0,0,2
traC_1,2,0,1,1,0,3
traW,1,0,1,2,0,2
traU,0,0,1,0,0,1
trbC,1,1,0,0,0,2
traN,2,1,0,0,0,2
trbE,1,0,1,0,0,1
traF,0,0,1,1,0,1
trbA,0,0,1,1,1,0
traQ,0,0,0,0,0,0
trbB,1,0,0,0,0,3
trbJ,0,0,0,0,0,1
trbF,0,0,0,0,0,1
traH,0,0,1,0,2,6
traG,7,0,4,2,1,9
traS,0,0,0,0,0,1
traT,6,0,7,2,3,11
traX,2,1,2,4,0,4
repA2,1,0,0,0,2,1
tnpA_1,2,0,1,1,1,7
traO,7927,7724,7670,2668,2598,2549
traE_2,11660,11047,11582,4807,5176,4554
traD,4701,4454,4815,2426,2349,2153
eex,571,628,613,364,356,314
traC_2,1310,1333,1311,1112,1014,946
traB_2,5960,6189,6020,6491,6075,5584
MAK1.97c_1,5864,5387,5325,2535,2443,2387
mphA,0,0,0,0,0,0
mrx,0,0,0,0,0,0
mphR,0,0,0,0,0,0
tnpA_2,18355,20831,20053,3850,3618,3445
chrA,0,0,0,0,0,0
sul1,14412,12573,11982,20140,18233,18247
intI1,47525,50961,52884,18257,17198,18067
MAK1.97c_2,5131,4879,4855,2253,2300,2188
MAK1.97c_3,1575,1483,1457,756,718,671
tnpA_3,0,0,0,2,1,1
tnpA_4,1,3,2,1,0,2
araQ,0,0,0,0,0,0
insB1,86,68,72,51,42,53
pcar,0,0,0,0,0,0
vagD,0,0,0,0,0,0
vagC,0,0,0,0,0,0
tnpA_5,2,1,0,2,1,1
pilL,0,0,0,0,0,0
pilM,0,0,0,0,0,0
pilN,0,0,0,0,0,0
pilQ,1,0,0,0,0,1
pilR,0,0,0,0,0,0
pilS,1,0,0,0,1,0
pilT,0,0,0,0,0,0
pilU,1,0,1,0,1,0
rci,1,1,0,0,0,0
traI,1,0,0,0,0,0
traJ,1061,1188,1135,976,898,803
tnpA,14,8,11,5,9,8
blaCTX-M-14,60,29,41,42,53,72
pri,0,0,1,1,3,2
traR,1,0,1,0,0,2
ardA,0,0,0,0,0,0
eaa,0,0,0,1,0,0
psiA,0,0,0,0,0,0
yffA,0,0,0,0,0,0
yfaB,0,0,0,0,0,0
impA,0,0,0,0,0,1
parA,0,1,3,0,1,3
repA1,3,2,0,2,2,3
traC,0,0,0,0,1,2
triC,0,0,0,0,0,0
triE,0,0,0,0,0,0
virB8,0,0,0,0,0,0
triH,0,0,0,0,0,0
triI,0,0,0,0,0,0
triJ,0,0,0,0,0,0
taxB,0,0,0,0,0,0
stbD,0,0,0,0,0,0
stbE,0,0,0,0,0,0
taxC,0,0,0,0,0,0
pecM_1,0,0,0,0,0,0
tetA_1,0,0,0,0,0,0
tetR_1,0,0,0,0,0,0
nuc,4217,4366,4182,1425,1375,1378
fipA,1377,1343,1292,508,492,502
traK,313,334,317,255,253,219
ccgD,427,494,461,230,213,253
ccgEIII,6120,7412,6478,2008,1895,1860
ardR,6637,7289,6840,2830,2826,2574
ardB,2809,3454,3066,2176,2289,1962
mucA,3480,3516,3597,2290,1709,1469
ardK,14240,17611,16661,3709,3691,3214
resP,669,738,668,114,137,139
korB,2141,2221,2249,1740,1564,1672
kikA,12809,15213,15364,7086,6567,6653
ecoRIImet,3,0,0,1,4,12
tetR_2,0,0,0,0,0,0
tetR_3,0,0,0,0,0,0
tetA_2,0,0,0,0,0,0
pecM_2,0,0,0,0,0,0
tnp,1453,1306,1299,667,666,627
tetR,0,0,0,0,0,0
tetA,0,0,0,0,0,0
pecM,0,0,0,0,0,0
